ID,Title,Pack,Artist,Image,Level,Chart Constant,Background,Chart Design,Side,Artwork,Length,Vocals,Genre,Difficulty,Notes_Touch,Notes_Joycon,Version_Mobile,Version_Switch,Added_Mobile,Added_Switch,BPM_Min,BPM_Max
altairfeatspila,Altair (feat. *spiLa*),Arcaea,kamome sano & you,https://static.wikia.nocookie.net/iowiro/images/1/1c/Altair_%28feat._%2AspiLa%2A%29.jpg/revision/latest?cb=20230928000623,6,6.0,nijuusei2_light,antymis,Light,minamo + レク (Reku),2:21,*spiLa*,Pop / Happy Hardcore,1,828,828,4.0.0,2.0.1,2022-07-07,2023-03-16,170,170
altairfeatspila,Altair (feat. *spiLa*),Arcaea,kamome sano & you,https://static.wikia.nocookie.net/iowiro/images/1/1c/Altair_%28feat._%2AspiLa%2A%29.jpg/revision/latest?cb=20230928000623,8,8.3,nijuusei2_light,antymis,Light,minamo + レク (Reku),2:21,*spiLa*,Pop / Happy Hardcore,2,830,830,4.0.0,2.0.1,2022-07-07,2023-03-16,170,170
usedtobe,Used to be,Cytus II Collaboration,KIVΛ,https://static.wikia.nocookie.net/iowiro/images/5/53/Usedtobe.jpg/revision/latest?cb=20230927210923,3,4.0,cytus_light,Luxance,Light,Krenz Artwork (not credited),3:06,K,Orchestral / Melodic dubstep,0,537,,4.5.0,,2023-06-28,,140,140
usedtobe,Used to be,Cytus II Collaboration,KIVΛ,https://static.wikia.nocookie.net/iowiro/images/5/53/Usedtobe.jpg/revision/latest?cb=20230927210923,6,6.5,cytus_light,Luxance,Light,Krenz Artwork (not credited),3:06,K,Orchestral / Melodic dubstep,1,675,,4.5.0,,2023-06-28,,140,140
usedtobe,Used to be,Cytus II Collaboration,KIVΛ,https://static.wikia.nocookie.net/iowiro/images/5/53/Usedtobe.jpg/revision/latest?cb=20230927210923,9,9.2,cytus_light,Luxance + Nitro,Light,Krenz Artwork (not credited),3:06,K,Orchestral / Melodic dubstep,2,799,,4.5.0,,2023-06-28,,140,140
bluecomet,blue comet,Extend Archive,ああああ,https://static.wikia.nocookie.net/iowiro/images/9/90/Blue_comet.jpg/revision/latest?cb=20230928053405,3,3.5,nijuusei-light-b,Toaster,Light,Bison,2:24,None,Chiptune,0,494,494,3.8.2,1.3.0,2021-08-24,2022-02-24,100,172
bluecomet,blue comet,Extend Archive,ああああ,https://static.wikia.nocookie.net/iowiro/images/9/90/Blue_comet.jpg/revision/latest?cb=20230928053405,5,5.0,nijuusei-light-b,Toaster,Light,Bison,2:24,None,Chiptune,1,645,645,3.8.2,1.3.0,2021-08-24,2022-02-24,100,172
bluecomet,blue comet,Extend Archive,ああああ,https://static.wikia.nocookie.net/iowiro/images/9/90/Blue_comet.jpg/revision/latest?cb=20230928053405,8,8.2,nijuusei-light-b,Toaster,Light,Bison,2:24,None,Chiptune,2,776,776,3.8.2,1.3.0,2021-08-24,2022-02-24,100,172
alterale,AlterAle,Light of Salvation,Arik Kau Delay (アラ & かゆき & でり),https://static.wikia.nocookie.net/iowiro/images/1/16/AlterAle.jpg/revision/latest?cb=20230928045626,3,3.0,observer_light,CERiNG,Light,ちょこ庵 (Chocoan),2:27,None,Kawaii Rock,0,728,728,3.7.0,1.3.0,2021-07-21,2022-02-24,220,245
alterale,AlterAle,Light of Salvation,Arik Kau Delay (アラ & かゆき & でり),https://static.wikia.nocookie.net/iowiro/images/1/16/AlterAle.jpg/revision/latest?cb=20230928045626,6,6.0,observer_light,CERiNG,Light,ちょこ庵 (Chocoan),2:27,None,Kawaii Rock,1,881,881,3.7.0,1.3.0,2021-07-21,2022-02-24,220,245
alterale,AlterAle,Light of Salvation,Arik Kau Delay (アラ & かゆき & でり),https://static.wikia.nocookie.net/iowiro/images/1/16/AlterAle.jpg/revision/latest?cb=20230928045626,9+,9.7,observer_light,CERiNG,Light,ちょこ庵 (Chocoan),2:27,None,Kawaii Rock,2,1277,1277,3.7.0,1.3.0,2021-07-21,2022-02-24,220,245
medusa,Medusa,Muse Dash Collaboration,HiTECH NINJA,https://static.wikia.nocookie.net/iowiro/images/e/eb/Medusa.jpg/revision/latest?cb=20230928024430,4,4.5,musedash_conflict,Toaster,Conflict,,2:04,Vocal samples,Hi-Tech,0,550,550,3.11.0,1.3.0,2021-12-24,2022-02-24,165,165
medusa,Medusa,Muse Dash Collaboration,HiTECH NINJA,https://static.wikia.nocookie.net/iowiro/images/e/eb/Medusa.jpg/revision/latest?cb=20230928024430,7,7.0,musedash_conflict,Toaster,Conflict,,2:04,Vocal samples,Hi-Tech,1,645,645,3.11.0,1.3.0,2021-12-24,2022-02-24,165,165
medusa,Medusa,Muse Dash Collaboration,HiTECH NINJA,https://static.wikia.nocookie.net/iowiro/images/e/eb/Medusa.jpg/revision/latest?cb=20230928024430,10,10.2,musedash_conflict,Toaster,Conflict,,2:04,Vocal samples,Hi-Tech,2,931,931,3.11.0,1.3.0,2021-12-24,2022-02-24,165,165
lostemotionfeatnomico,Lost Emotion feat. nomico,World Extend,Masayoshi Minoshima(ALR),https://static.wikia.nocookie.net/iowiro/images/7/7d/Lost_Emotion_feat._nomico.jpg/revision/latest?cb=20230927213125,3,3.5,touhou_light,ポーカーフェイスのToaster,Light,SoU(wavforme),2:40,nomico,J-Core,0,602,,4.4.4,,2023-04-27,,172,172
lostemotionfeatnomico,Lost Emotion feat. nomico,World Extend,Masayoshi Minoshima(ALR),https://static.wikia.nocookie.net/iowiro/images/7/7d/Lost_Emotion_feat._nomico.jpg/revision/latest?cb=20230927213125,7,7.0,touhou_light,ポーカーフェイスのToaster,Light,SoU(wavforme),2:40,nomico,J-Core,1,780,,4.4.4,,2023-04-27,,172,172
lostemotionfeatnomico,Lost Emotion feat. nomico,World Extend,Masayoshi Minoshima(ALR),https://static.wikia.nocookie.net/iowiro/images/7/7d/Lost_Emotion_feat._nomico.jpg/revision/latest?cb=20230927213125,9,9.3,touhou_light,ポーカーフェイスのToaster,Light,SoU(wavforme),2:40,nomico,J-Core,2,1123,,4.4.4,,2023-04-27,,172,172
kanagawacyberculvert,Kanagawa Cyber Culvert,Arcaea,南ゆに,https://static.wikia.nocookie.net/iowiro/images/6/65/Kanagawa_Cyber_Culvert.jpg/revision/latest?cb=20230928065445,1,1.0,base_light,Nitro,Light,白鳥怜 (LenShiratori),2:29,Vocal samples,Melodic Breakcore,0,375,375,1.1.0,1.0.0c,2017-06-02,2021-05-18,180,180
kanagawacyberculvert,Kanagawa Cyber Culvert,Arcaea,南ゆに,https://static.wikia.nocookie.net/iowiro/images/6/65/Kanagawa_Cyber_Culvert.jpg/revision/latest?cb=20230928065445,5,5.5,base_light,Nitro,Light,白鳥怜 (LenShiratori),2:29,Vocal samples,Melodic Breakcore,1,707,707,1.1.0,1.0.0c,2017-06-02,2021-05-18,180,180
kanagawacyberculvert,Kanagawa Cyber Culvert,Arcaea,南ゆに,https://static.wikia.nocookie.net/iowiro/images/6/65/Kanagawa_Cyber_Culvert.jpg/revision/latest?cb=20230928065445,9,9.0,base_light,Nitro,Light,白鳥怜 (LenShiratori),2:29,Vocal samples,Melodic Breakcore,2,1111,1111,1.1.0,1.0.0c,2017-06-02,2021-05-18,180,180
kanagawacyberculvert,Kanagawa Cyber Culvert,Arcaea,南ゆに,https://static.wikia.nocookie.net/iowiro/images/f/f8/Kanagawa_Cyber_Culvert_byd.jpg/revision/latest?cb=20230928065518,9+,9.8,base_light,Exschwas↓on,Light,白鳥怜 (LenShiratori) + Khronetic,2:29,Vocal samples,Melodic Breakcore,3,1121,,3.10.0,,2021-12-09,,180,180
vividtheory,Vivid Theory,Extend Archive,ak+q,https://static.wikia.nocookie.net/iowiro/images/c/c2/Vivid_Theory.jpg/revision/latest?cb=20230928090100,2,2.0,rei,TaroNuke,Light,Mechari,2:28,None,Artcore,0,447,447,3.0.0,1.0.0c,2020-05-27,2021-05-18,178,178
vividtheory,Vivid Theory,Extend Archive,ak+q,https://static.wikia.nocookie.net/iowiro/images/c/c2/Vivid_Theory.jpg/revision/latest?cb=20230928090100,5,5.0,rei,TaroNuke,Light,Mechari,2:28,None,Artcore,1,658,658,3.0.0,1.0.0c,2020-05-27,2021-05-18,178,178
vividtheory,Vivid Theory,Extend Archive,ak+q,https://static.wikia.nocookie.net/iowiro/images/c/c2/Vivid_Theory.jpg/revision/latest?cb=20230928090100,8,8.8,rei,TaroNuke,Light,Mechari,2:28,None,Artcore,2,885,885,3.0.0,1.0.0c,2020-05-27,2021-05-18,178,178
init,init(),Memory Archive,kamome sano,https://static.wikia.nocookie.net/iowiro/images/0/06/Init%28%29.jpg/revision/latest?cb=20230928024318,4,4.0,prelude_conflict,Toaster,Conflict,そゐち (sowiti),2:24,Vocal samples,Drumstep / Chiptune,0,713,713,3.11.2,2.0.1,2022-01-20,2023-03-16,180,180
init,init(),Memory Archive,kamome sano,https://static.wikia.nocookie.net/iowiro/images/0/06/Init%28%29.jpg/revision/latest?cb=20230928024318,7,7.0,prelude_conflict,Toaster,Conflict,そゐち (sowiti),2:24,Vocal samples,Drumstep / Chiptune,1,957,957,3.11.2,2.0.1,2022-01-20,2023-03-16,180,180
init,init(),Memory Archive,kamome sano,https://static.wikia.nocookie.net/iowiro/images/0/06/Init%28%29.jpg/revision/latest?cb=20230928024318,9+,9.8,prelude_conflict,Toaster,Conflict,そゐち (sowiti),2:24,Vocal samples,Drumstep / Chiptune,2,1204,1204,3.11.2,2.0.1,2022-01-20,2023-03-16,180,180
callimakarma,Callima Karma,Silent Answer,t+pazolite vs Feryquitous,https://static.wikia.nocookie.net/iowiro/images/7/7f/Callima_Karma.jpg/revision/latest?cb=20230927235919,3,3.5,epilogue,Forlorn Dream,Colorless,がわこ (Gawako),2:41,Feryquitous,Artcore,0,1024,1024,4.0.255,2.0.1,2022-07-13,2023-03-16,95,95
callimakarma,Callima Karma,Silent Answer,t+pazolite vs Feryquitous,https://static.wikia.nocookie.net/iowiro/images/7/7f/Callima_Karma.jpg/revision/latest?cb=20230927235919,7,7.0,epilogue,Forlorn Dream,Colorless,がわこ (Gawako),2:41,Feryquitous,Artcore,1,989,989,4.0.255,2.0.1,2022-07-13,2023-03-16,95,95
callimakarma,Callima Karma,Silent Answer,t+pazolite vs Feryquitous,https://static.wikia.nocookie.net/iowiro/images/7/7f/Callima_Karma.jpg/revision/latest?cb=20230927235919,9+,9.8,epilogue,Forlorn Dream,Colorless,がわこ (Gawako),2:41,Feryquitous,Artcore,2,1222,1220,4.0.255,2.0.1,2022-07-13,2023-03-16,95,95
overwhelm,Overwhelm,Pale Tapestry,xi,https://static.wikia.nocookie.net/iowiro/images/2/28/Overwhelm.jpg/revision/latest?cb=20230928073100,5,5.0,observer_light,夜浪,Light,緋原ヨウ (Hihara Yoh),2:29,None,Artcore / PDM,0,854,854,3.6.0,1.2.0,2021-05-11,2021-09-16,200,200
overwhelm,Overwhelm,Pale Tapestry,xi,https://static.wikia.nocookie.net/iowiro/images/2/28/Overwhelm.jpg/revision/latest?cb=20230928073100,8,8.5,observer_light,夜浪,Light,緋原ヨウ (Hihara Yoh),2:29,None,Artcore / PDM,1,1038,1038,3.6.0,1.2.0,2021-05-11,2021-09-16,200,200
overwhelm,Overwhelm,Pale Tapestry,xi,https://static.wikia.nocookie.net/iowiro/images/2/28/Overwhelm.jpg/revision/latest?cb=20230928073100,10,10.6,observer_light,夜浪,Light,緋原ヨウ (Hihara Yoh),2:29,None,Artcore / PDM,2,1251,1251,3.6.0,1.2.0,2021-05-11,2021-09-16,200,200
bbkkbkk,B.B.K.K.B.K.K.,Memory Archive,nora2r,https://static.wikia.nocookie.net/iowiro/images/a/a4/Bbkkbkk.jpg/revision/latest?cb=20230927005432,4,4.5,single2_conflict,E.E.X.X.E.X.X.,Conflict,出前 (Demae) (not credited),2:08,Vocal samples,UK Hardcore,0,669,,5.0.0,,2023-09-27,,170,170
bbkkbkk,B.B.K.K.B.K.K.,Memory Archive,nora2r,https://static.wikia.nocookie.net/iowiro/images/a/a4/Bbkkbkk.jpg/revision/latest?cb=20230927005432,7,7.0,single2_conflict,E.E.X.X.E.X.X.,Conflict,出前 (Demae) (not credited),2:08,Vocal samples,UK Hardcore,1,708,,5.0.0,,2023-09-27,,170,170
bbkkbkk,B.B.K.K.B.K.K.,Memory Archive,nora2r,https://static.wikia.nocookie.net/iowiro/images/a/a4/Bbkkbkk.jpg/revision/latest?cb=20230927005432,9+,9.7,single2_conflict,E.E.X.X.E.X.X.,Conflict,出前 (Demae) (not credited),2:08,Vocal samples,UK Hardcore,2,976,,5.0.0,,2023-09-27,,170,170
vexaria,Vexaria,Arcaea,ak+q,https://static.wikia.nocookie.net/iowiro/images/d/d9/Vexaria.jpg/revision/latest?cb=20230928092201,2,2.5,base_light,Nitro,Light,Koyama Mai,2:12,None,Artcore / DnB,0,369,369,1.0.5,1.0.0c,2017-03-08,2021-05-18,180,180
vexaria,Vexaria,Arcaea,ak+q,https://static.wikia.nocookie.net/iowiro/images/d/d9/Vexaria.jpg/revision/latest?cb=20230928092201,5,5.0,base_light,Nitro,Light,Koyama Mai,2:12,None,Artcore / DnB,1,534,534,1.0.5,1.0.0c,2017-03-08,2021-05-18,180,180
vexaria,Vexaria,Arcaea,ak+q,https://static.wikia.nocookie.net/iowiro/images/d/d9/Vexaria.jpg/revision/latest?cb=20230928092201,7,7.0,base_light,Nitro,Light,Koyama Mai,2:12,None,Artcore / DnB,2,734,734,1.0.5,1.0.0c,2017-03-08,2021-05-18,180,180
vexaria,Vexaria,Arcaea,ak+q,https://static.wikia.nocookie.net/iowiro/images/a/a1/Vexaria_BYD.jpg/revision/latest?cb=20230928092234,8,8.8,base_light,石樂,Light,Koyama Mai,2:12,None,Artcore / DnB,3,785,,3.0.0,,2020-05-27,,180,180
aidrew,Ai Drew,O.N.G.E.K.I. Collaboration Chapter 2,Feryquitous,https://static.wikia.nocookie.net/iowiro/images/a/a1/Ai_Drew.jpg/revision/latest?cb=20230928044858,3,3.5,ongeki_conflict,moonquay【新入生】,Conflict,いずみべる (Izumi Bell) (not credited),2:17,Feryquitous,Artcore,0,694,,4.1.0,,2022-10-04,,175,175
aidrew,Ai Drew,O.N.G.E.K.I. Collaboration Chapter 2,Feryquitous,https://static.wikia.nocookie.net/iowiro/images/a/a1/Ai_Drew.jpg/revision/latest?cb=20230928044858,6,6.5,ongeki_conflict,moonquay v.EXPERT,Conflict,いずみべる (Izumi Bell) (not credited),2:17,Feryquitous,Artcore,1,732,,4.1.0,,2022-10-04,,175,175
aidrew,Ai Drew,O.N.G.E.K.I. Collaboration Chapter 2,Feryquitous,https://static.wikia.nocookie.net/iowiro/images/a/a1/Ai_Drew.jpg/revision/latest?cb=20230928044858,9+,9.8,ongeki_conflict,moonquay v.MASTER,Conflict,いずみべる (Izumi Bell) (not credited),2:17,Feryquitous,Artcore,2,1066,,4.1.0,,2022-10-04,,175,175
dialnote,Dialnote,Arcaea,七草くりむ,https://static.wikia.nocookie.net/iowiro/images/2/24/Dialnote.jpg/revision/latest?cb=20230927235636,3,3.0,nijuusei2_light,Nitroです。,Light,七草くりむ (Crim Nanakusa),2:01,七草くりむ (Crim Nanakusa),ASMR House,0,393,,4.1.6,,2022-12-22,,130,130
dialnote,Dialnote,Arcaea,七草くりむ,https://static.wikia.nocookie.net/iowiro/images/2/24/Dialnote.jpg/revision/latest?cb=20230927235636,6,6.0,nijuusei2_light,Nitroです。,Light,七草くりむ (Crim Nanakusa),2:01,七草くりむ (Crim Nanakusa),ASMR House,1,548,,4.1.6,,2022-12-22,,130,130
dialnote,Dialnote,Arcaea,七草くりむ,https://static.wikia.nocookie.net/iowiro/images/2/24/Dialnote.jpg/revision/latest?cb=20230927235636,8,8.1,nijuusei2_light,Nitroです。,Light,七草くりむ (Crim Nanakusa),2:01,七草くりむ (Crim Nanakusa),ASMR House,2,684,,4.1.6,,2022-12-22,,130,130
hivemind,HIVEMIND,Extend Archive,かたぎり,https://static.wikia.nocookie.net/iowiro/images/f/f0/HIVEMIND.jpg/revision/latest?cb=20230928064552,4,4.0,observer_conflict,NITRO -unconnected-,Conflict,fixro2n,2:13,Vocal samples,Breakcore / Hardcore,0,995,995,3.7.0,1.3.0,2021-07-21,2022-02-24,252,252
hivemind,HIVEMIND,Extend Archive,かたぎり,https://static.wikia.nocookie.net/iowiro/images/f/f0/HIVEMIND.jpg/revision/latest?cb=20230928064552,7,7.5,observer_conflict,NITRO -unconnected-,Conflict,fixro2n,2:13,Vocal samples,Breakcore / Hardcore,1,988,988,3.7.0,1.3.0,2021-07-21,2022-02-24,252,252
hivemind,HIVEMIND,Extend Archive,かたぎり,https://static.wikia.nocookie.net/iowiro/images/f/f0/HIVEMIND.jpg/revision/latest?cb=20230928064552,10,10.0,observer_conflict,NITRO -unconnected-,Conflict,fixro2n,2:13,Vocal samples,Breakcore / Hardcore,2,1252,1252,3.7.0,1.3.0,2021-07-21,2022-02-24,252,252
blackterritory,Black Territory,Absolute Reason,DJ Myosuke,https://static.wikia.nocookie.net/iowiro/images/2/2f/Black_Territory.jpg/revision/latest?cb=20230928053046,3,3.0,zettai,NitroNukeδ,Conflict,トロ3 (Torosan),2:19,Vocal samples,Hardcore,0,627,627,2.0.0,1.0.0c,2019-03-21,2021-05-18,200,200
blackterritory,Black Territory,Absolute Reason,DJ Myosuke,https://static.wikia.nocookie.net/iowiro/images/2/2f/Black_Territory.jpg/revision/latest?cb=20230928053046,7,7.5,zettai,NitroNukeδ,Conflict,トロ3 (Torosan),2:19,Vocal samples,Hardcore,1,785,785,2.0.0,1.0.0c,2019-03-21,2021-05-18,200,200
blackterritory,Black Territory,Absolute Reason,DJ Myosuke,https://static.wikia.nocookie.net/iowiro/images/2/2f/Black_Territory.jpg/revision/latest?cb=20230928053046,9+,9.8,zettai,NitroNukeδ,Conflict,トロ3 (Torosan),2:19,Vocal samples,Hardcore,2,1195,1195,2.0.0,1.0.0c,2019-03-21,2021-05-18,200,200
goodbyemerrygoround,"Good bye, Merry-Go-Round.",O.N.G.E.K.I. Collaboration Chapter 2,Yooh,https://static.wikia.nocookie.net/iowiro/images/d/db/Good_bye%2C_Merry-Go-Round..jpg/revision/latest?cb=20230927235850,4,4.5,ongeki_conflict,絶滅,Conflict,いずみべる (Izumi Bell) (not credited),2:07,Vocal samples,Amusement Hardcore,0,679,,4.1.0,,2022-10-04,,185,185
goodbyemerrygoround,"Good bye, Merry-Go-Round.",O.N.G.E.K.I. Collaboration Chapter 2,Yooh,https://static.wikia.nocookie.net/iowiro/images/d/db/Good_bye%2C_Merry-Go-Round..jpg/revision/latest?cb=20230927235850,7,7.5,ongeki_conflict,絶滅,Conflict,いずみべる (Izumi Bell) (not credited),2:07,Vocal samples,Amusement Hardcore,1,696,,4.1.0,,2022-10-04,,185,185
goodbyemerrygoround,"Good bye, Merry-Go-Round.",O.N.G.E.K.I. Collaboration Chapter 2,Yooh,https://static.wikia.nocookie.net/iowiro/images/d/db/Good_bye%2C_Merry-Go-Round..jpg/revision/latest?cb=20230927235850,10,10.5,ongeki_conflict,絶滅,Conflict,いずみべる (Izumi Bell) (not credited),2:07,Vocal samples,Amusement Hardcore,2,1084,,4.1.0,,2022-10-04,,185,185
equilibrium,Equilibrium,Black Fate,Maozon,https://static.wikia.nocookie.net/iowiro/images/4/4f/Equilibrium.jpg/revision/latest?cb=20230928060408,3,3.5,vs_light,Kurorak,Light,巻羊 (Makihituji),2:17,None,Drumstep,0,587,587,3.0.0,1.0.0c,2020-05-27,2021-05-18,180,180
equilibrium,Equilibrium,Black Fate,Maozon,https://static.wikia.nocookie.net/iowiro/images/4/4f/Equilibrium.jpg/revision/latest?cb=20230928060408,6,6.5,vs_light,Kurorak,Light,巻羊 (Makihituji),2:17,None,Drumstep,1,724,724,3.0.0,1.0.0c,2020-05-27,2021-05-18,180,180
equilibrium,Equilibrium,Black Fate,Maozon,https://static.wikia.nocookie.net/iowiro/images/4/4f/Equilibrium.jpg/revision/latest?cb=20230928060408,9,9.4,vs_light,Kurorak,Light,巻羊 (Makihituji),2:17,None,Drumstep,2,951,951,3.0.0,1.0.0c,2020-05-27,2021-05-18,180,180
blacklotus,Black Lotus,Extend Archive,wa.,https://static.wikia.nocookie.net/iowiro/images/f/f9/Black_Lotus.jpg/revision/latest?cb=20230928052438,3,3.0,zettai,Exschwasion,Conflict,百舌谷 (mozuya),1:55,None,GrimReaper,0,653,653,3.0.0,1.0.0c,2020-05-27,2021-05-08,200,200
blacklotus,Black Lotus,Extend Archive,wa.,https://static.wikia.nocookie.net/iowiro/images/f/f9/Black_Lotus.jpg/revision/latest?cb=20230928052438,6,6.5,zettai,Exschwasion,Conflict,百舌谷 (mozuya),1:55,None,GrimReaper,1,687,687,3.0.0,1.0.0c,2020-05-27,2021-05-08,200,200
blacklotus,Black Lotus,Extend Archive,wa.,https://static.wikia.nocookie.net/iowiro/images/f/f9/Black_Lotus.jpg/revision/latest?cb=20230928052438,9+,9.7,zettai,Exschwasion,Conflict,百舌谷 (mozuya),1:55,None,GrimReaper,2,965,965,3.0.0,1.0.0c,2020-05-27,2021-05-08,200,200
enchantedlove,enchanted love,Extend Archive,linear ring,https://static.wikia.nocookie.net/iowiro/images/0/01/Enchanted_love.jpg/revision/latest?cb=20230928060219,2,2.0,rei,Toaster,Light,百舌谷 (mozuya),2:12,None,Future Hop / Emotional,0,436,436,3.5.1,1.2.0,2021-02-11,2021-09-16,95,95
enchantedlove,enchanted love,Extend Archive,linear ring,https://static.wikia.nocookie.net/iowiro/images/0/01/Enchanted_love.jpg/revision/latest?cb=20230928060219,4,4.5,rei,Toaster,Light,百舌谷 (mozuya),2:12,None,Future Hop / Emotional,1,617,617,3.5.1,1.2.0,2021-02-11,2021-09-16,95,95
enchantedlove,enchanted love,Extend Archive,linear ring,https://static.wikia.nocookie.net/iowiro/images/0/01/Enchanted_love.jpg/revision/latest?cb=20230928060219,8,8.4,rei,Toaster,Light,百舌谷 (mozuya),2:12,None,Future Hop / Emotional,2,759,759,3.5.1,1.2.0,2021-02-11,2021-09-16,95,95
xanatos,Xanatos,Memory Archive,Tatsh,https://static.wikia.nocookie.net/iowiro/images/f/fe/Xanatos.jpg/revision/latest?cb=20230928090406,4,4.0,yugamu,XERiNG,Conflict,クリス (Kurisu),2:38,Tomomi Natori,Medieval Choir,0,735,735,3.2.3,1.3.0,2020-11-19,2022-02-24,170,170
xanatos,Xanatos,Memory Archive,Tatsh,https://static.wikia.nocookie.net/iowiro/images/f/fe/Xanatos.jpg/revision/latest?cb=20230928090406,7,7.5,yugamu,eXschwasion,Conflict,クリス (Kurisu),2:38,Tomomi Natori,Medieval Choir,1,938,938,3.2.3,1.3.0,2020-11-19,2022-02-24,170,170
xanatos,Xanatos,Memory Archive,Tatsh,https://static.wikia.nocookie.net/iowiro/images/f/fe/Xanatos.jpg/revision/latest?cb=20230928090406,10,10.0,yugamu,XERiNG × eXschwasion × NitromeX,Conflict,クリス (Kurisu),2:38,Tomomi Natori,Medieval Choir,2,1232,1232,3.2.3,1.3.0,2020-11-19,2022-02-24,170,170
bookmaker2dversion,Bookmaker (2D Version),Arcaea,Kobaryo,https://static.wikia.nocookie.net/iowiro/images/2/25/Bookmaker_%282D_Version%29.jpg/revision/latest?cb=20230928053521,4,4.5,yugamu,Kurorak,Conflict,窓壁九真好キ (Kobaryo),2:29,Vocal samples,Hardcore,0,538,538,1.7.0,1.0.0c,2018-07-16,2021-05-18,175,175
bookmaker2dversion,Bookmaker (2D Version),Arcaea,Kobaryo,https://static.wikia.nocookie.net/iowiro/images/2/25/Bookmaker_%282D_Version%29.jpg/revision/latest?cb=20230928053521,6,6.5,yugamu,Kurorak,Conflict,窓壁九真好キ (Kobaryo),2:29,Vocal samples,Hardcore,1,728,728,1.7.0,1.0.0c,2018-07-16,2021-05-18,175,175
bookmaker2dversion,Bookmaker (2D Version),Arcaea,Kobaryo,https://static.wikia.nocookie.net/iowiro/images/2/25/Bookmaker_%282D_Version%29.jpg/revision/latest?cb=20230928053521,8,8.3,yugamu,Kurorak,Conflict,窓壁九真好キ (Kobaryo),2:29,Vocal samples,Hardcore,2,1124,1124,1.7.0,1.0.0c,2018-07-16,2021-05-18,175,175
bookmaker2dversion,Bookmaker (2D Version),Arcaea,Kobaryo,https://static.wikia.nocookie.net/iowiro/images/5/56/Bookmaker_BYD.jpg/revision/latest?cb=20230928053633,10,10.0,yugamu,Toastmaker,Conflict,窓壁九真好キ (Kobaryo),2:29,Vocal samples,Hardcore,3,1287,,3.6.4,,2021-06-30,,175,175
grimheart,Grimheart,Arcaea,Puru,https://static.wikia.nocookie.net/iowiro/images/6/6b/Grimheart.jpg/revision/latest?cb=20230928063552,2,2.5,rei,Toaster,Light,kkkfff2 (not credited),2:30,None,Chill Trap,0,728,728,2.0.0,1.0.0c,2019-03-21,2021-05-18,170,170
grimheart,Grimheart,Arcaea,Puru,https://static.wikia.nocookie.net/iowiro/images/6/6b/Grimheart.jpg/revision/latest?cb=20230928063552,5,5.0,rei,Toaster,Light,kkkfff2 (not credited),2:30,None,Chill Trap,1,699,699,2.0.0,1.0.0c,2019-03-21,2021-05-18,170,170
